0.766587 -0.465329 0.014135 0.014149 
-0.442309 0.445083 0.014690 0.013572 
-0.190511 -0.726921 0.000741 -0.019986 
-0.588434 -0.155918 -0.001177 0.019965 
-0.615126 0.109970 0.003359 0.019716 
-0.122242 0.552293 0.000028 0.020000 
-0.002363 0.391273 0.003133 -0.019753 
-0.498683 0.444577 0.018165 0.008369 
-0.824249 -0.670480 0.019998 -0.000259 
0.247102 0.248704 0.017517 -0.009652 
-0.170665 -0.116358 0.009724 0.017477 
-0.615261 0.869783 0.019040 -0.006121 
-0.157671 -0.657627 0.002310 -0.019866 
-0.155404 0.206482 0.019904 -0.001956 
0.422929 -0.755864 0.010618 -0.016949 
0.722976 -0.871972 0.012728 -0.015427 
0.212045 0.596886 0.018204 -0.008283 
-0.112813 0.764537 0.017404 0.009854 
-0.047980 -0.740589 0.002078 0.019892 
-0.553560 0.120620 0.019875 0.002229 
0.924564 0.374775 0.017140 -0.010306 
0.355065 0.311461 0.002906 0.019788 
-0.455456 0.989732 0.013257 -0.014975 
0.945238 0.078430 0.014111 -0.014173 
0.648601 0.501243 0.016108 0.011855 
-0.842692 -0.626888 0.019944 0.001497 
0.969343 -0.189458 0.018938 0.006432 
0.174710 0.997365 0.008798 0.017961 
0.672442 0.729150 0.010753 0.016863 
0.987244 0.746864 0.019546 -0.004238 
-0.214888 0.423999 0.019260 -0.005391 
-0.819979 -0.664100 0.006458 -0.018928 
-0.545031 0.428024 0.006332 0.018971 
0.597418 0.832783 0.010562 0.016984 
-0.012293 0.350413 0.014313 0.013969 
0.630268 -0.117239 0.002559 0.019836 
0.142874 0.450806 0.004901 -0.019390 
0.919431 -0.988664 0.019733 0.003258 
0.211899 0.806336 -0.000290 0.019998 
0.218713 0.703086 0.018729 0.007016 
0.493244 -0.754160 0.015033 0.013191 
-0.920646 0.210081 0.007085 0.018703 
0.537181 -0.642059 0.007544 0.018523 
-0.479830 -0.158551 0.018058 -0.008597 
0.550803 -0.174506 0.000559 0.019992 
0.270292 0.943504 0.019939 0.001557 
-0.464871 -0.453309 0.019699 0.003455 
-0.678586 -0.598293 0.008334 -0.018181 
0.854663 0.848895 0.008119 0.018278 
-0.873067 -0.293147 0.017048 -0.010457 
0.293031 0.846161 0.017026 -0.010494 
-0.841637 -0.586758 0.015738 0.012342 
-0.591913 -0.595086 0.019973 0.001040 
-0.155013 0.166534 0.010948 -0.016737 
-0.645393 -0.220617 0.019924 0.001747 
-0.277765 0.266006 0.017537 -0.009614 
0.883931 0.474791 0.012456 -0.015647 
-0.106277 -0.521929 0.018096 -0.008516 
0.978551 0.124644 0.018304 0.008059 
0.510147 -0.133665 0.012798 -0.015369 
0.516409 -0.337878 0.019997 0.000333 
-0.409387 -0.385684 0.012096 0.015927 
0.367619 -0.699071 0.019168 -0.005708 
-0.551049 -0.962080 0.012768 -0.015394 
0.126337 0.630597 0.008489 -0.018109 
-0.521905 -0.331510 0.002983 0.019776 
-0.101321 0.195228 0.019579 -0.004080 
0.816962 0.906738 0.017371 0.009912 
0.372689 0.228232 0.019779 -0.002966 
0.643237 -0.819983 0.018738 0.006992 
0.386632 0.470418 0.018584 0.007392 
-0.128531 -0.218910 0.014603 -0.013665 
-0.489298 -0.523871 0.002259 -0.019872 
-0.958439 0.324108 0.019174 -0.005689 
-0.663701 -0.701941 0.009813 0.017427 
0.184362 0.741687 0.000521 -0.019993 
0.626329 0.080424 0.016877 -0.010732 
0.156326 -0.038728 0.002594 -0.019831 
0.902498 -0.311860 0.019059 -0.006061 
0.676045 0.350595 0.005599 0.019200 
0.864587 -0.286421 0.019475 -0.004553 
0.489646 0.917395 0.011109 -0.016631 
-0.897004 -0.978122 0.017672 -0.009364 
0.631287 0.639844 0.001255 -0.019961 
-0.220234 -0.871025 0.020000 0.000055 
0.890022 -0.287237 0.019278 -0.005324 
0.875784 -0.285233 0.019002 -0.006238 
0.897269 -0.568505 0.018926 0.006467 
0.966161 0.260798 0.015919 -0.012108 
-0.609879 0.648228 0.006075 -0.019055 
-0.939475 0.336253 0.019074 -0.006014 
-0.994831 -0.494546 0.006018 -0.019073 
0.393788 -0.670886 0.008654 -0.018031 
0.837397 0.672195 0.011908 0.016068 
0.605613 -0.199507 0.015900 -0.012132 
0.672791 -0.048168 0.005269 -0.019293 
-0.662260 -0.782396 0.005578 -0.019206 
-0.386766 0.259436 0.012333 0.015745 
-0.340325 0.598710 0.018639 0.007251 
0.471959 -0.083830 0.017116 0.010347 
0.778479 0.305266 0.019099 0.005936 
-0.450200 0.142978 0.013347 0.014895 
0.121021 0.889929 0.019867 -0.002304 
-0.393884 0.133773 0.017961 0.008798 
0.882815 0.214077 0.018779 0.006881 
0.165048 0.864626 0.016821 -0.010820 
0.976619 -0.788575 0.001991 0.019901 
-0.906563 -0.391534 0.014241 -0.014042 
-0.670719 0.542231 0.012156 -0.015882 
-0.304957 0.642150 0.017687 -0.009336 
0.733304 0.816670 0.018879 -0.006603 
0.758858 0.042411 0.004006 -0.019595 
0.420898 -0.282095 0.009322 -0.017694 
0.914429 -0.791571 0.019470 -0.004575 
-0.265185 0.537270 0.007264 0.018634 
