-0.687972 -0.612666 0.006034 0.019068 
0.450451 -0.573898 0.019771 -0.003015 
0.162444 0.230195 0.017383 -0.009892 
0.698541 0.745824 0.017022 -0.010500 
-0.774921 -0.858976 0.007939 -0.018357 
0.666819 -0.088035 0.014842 0.013406 
-0.835131 0.044941 0.015538 -0.012593 
0.472455 -0.174615 0.017999 -0.008720 
-0.788417 -0.476117 0.019999 -0.000157 
0.355456 -0.194146 0.019532 -0.004303 
-0.578839 0.062844 0.020000 -0.000139 
0.328366 0.240238 0.010619 0.016948 
-0.164331 -0.755644 0.008008 -0.018327 
0.194426 0.579881 0.014889 -0.013353 
-0.399821 0.562161 0.018577 0.007409 
0.495824 -0.529299 0.013091 -0.015121 
-0.929160 -0.791487 0.010150 0.017233 
0.228460 0.350207 0.007014 -0.018730 
-0.125225 -0.184179 0.019844 -0.002495 
0.716836 -0.836003 0.018751 0.006958 
-0.664906 -0.859960 0.010377 0.017097 
0.567827 -0.249745 -0.001341 -0.019955 
0.842601 0.772305 0.009319 0.017696 
0.800811 -0.687248 0.018290 0.008092 
0.190496 0.252680 0.014713 0.013548 
0.987274 -0.400011 0.019992 -0.000558 
-0.024902 -0.508011 0.010469 0.017041 
0.323922 -0.012080 0.019849 -0.002455 
0.590742 0.805068 0.003983 -0.019599 
0.691108 -0.123629 0.015081 -0.013137 
0.588979 -0.646747 0.004245 -0.019544 
-0.114287 -0.777269 0.004247 -0.019544 
0.681068 -0.032727 0.019926 0.001724 
0.853605 -0.131929 0.010777 -0.016848 
0.545271 -0.327373 0.015213 0.012984 
0.623370 -0.361644 0.003468 0.019697 
0.227104 -0.297992 0.003399 0.019709 
0.769993 0.841140 0.014727 0.013532 
0.495836 -0.688087 0.019705 -0.003424 
0.327827 0.712136 0.011504 -0.016360 
-0.795160 0.006128 0.001643 -0.019932 
0.997597 0.827189 0.019795 0.002854 
-0.180296 0.662912 0.019178 -0.005676 
0.091747 0.672130 0.014593 -0.013677 
-0.446011 0.267795 0.006791 -0.018812 
0.540878 0.883425 0.017397 0.009865 
0.936222 -0.797596 0.018583 -0.007394 
0.057051 0.580620 0.019475 0.004551 
-0.978291 0.718438 0.015781 0.012286 
-0.149918 -0.722205 -0.001196 0.019964 
-0.450453 -0.727015 0.013262 0.014971 
-0.117618 0.506112 0.018836 -0.006724 
0.072772 0.121462 0.009499 0.017600 
-0.046514 0.179349 0.019952 0.001388 
-0.125098 -0.404103 0.017148 -0.010293 
0.723981 -0.444208 0.005224 -0.019306 
0.633619 -0.021184 0.019334 0.005118 
-0.543874 0.408733 0.000776 0.019985 
-0.158731 -0.742434 0.019333 -0.005121 
-0.332202 0.627184 0.004302 -0.019532 
0.934680 -0.333247 0.018598 -0.007356 
-0.548838 0.342130 0.012693 0.015456 
0.947116 0.103871 -0.000788 -0.019984 
0.707271 0.338599 0.017481 -0.009716 
0.432458 -0.547847 0.019995 -0.000448 
0.961803 -0.905754 0.016974 -0.010578 
-0.922096 0.884099 0.019831 0.002597 
-0.441844 -0.945202 0.002173 -0.019882 
-0.696760 0.567519 0.005444 0.019245 
-0.336797 0.368954 0.004441 0.019501 
0.714944 -0.114857 -0.000491 0.019994 
-0.819824 -0.944613 0.008550 -0.018080 
0.752705 0.536914 0.011960 0.016030 
0.455169 -0.481716 0.019235 0.005478 
-0.638779 -0.554408 0.018725 0.007026 
0.542929 0.969016 0.000741 0.019986 
-0.472399 -0.018479 0.013100 -0.015113 
-0.405577 0.062586 0.008839 0.017941 
-0.510252 0.681960 0.012509 -0.015606 
0.721900 -0.203744 0.009924 0.017364 
0.189170 0.794812 0.014193 -0.014091 
0.316136 0.384830 0.019508 -0.004408 
-0.545036 0.321157 0.014704 -0.013557 
-0.449427 -0.058707 0.004998 -0.019365 
0.711513 -0.147183 0.018052 0.008610 
0.163902 -0.240552 0.018313 0.008040 
-0.608682 -0.730575 0.018839 -0.006715 
-0.508908 -0.281698 0.000950 0.019977 
-0.458586 0.799309 0.010752 -0.016864 
0.566509 -0.877346 0.015527 0.012605 
0.018404 0.339809 0.017617 -0.009469 
0.366831 -0.500233 0.019999 0.000239 
0.071303 -0.966819 0.009489 0.017606 
-0.656115 0.812070 0.000801 -0.019984 
-0.466571 0.429264 0.015207 -0.012990 
0.083568 0.503312 0.018411 0.007813 
-0.158516 -0.267978 0.016526 -0.011264 
-0.716449 0.581190 0.016394 0.011456 
-0.497741 0.850767 0.019996 -0.000377 
-0.412219 -0.271976 0.007528 0.018529 
0.745307 0.821689 0.017900 -0.008921 
0.041364 -0.733747 0.013579 0.014683 
0.635978 0.852946 0.019961 -0.001250 
0.699257 0.341133 0.008322 0.018187 
0.816705 0.901992 0.010631 0.016941 
-0.599989 0.091291 0.015750 -0.012327 
0.071524 0.908133 0.003480 -0.019695 
-0.716419 0.771849 -0.001303 -0.019957 
0.174715 -0.744473 0.006032 0.019069 
-0.008876 -0.318158 0.009751 0.017462 
-0.919196 0.802961 0.002057 -0.019894 
0.986908 0.307631 0.019770 0.003026 
-0.843440 -0.176714 0.018763 0.006925 
-0.524421 0.392133 0.002026 0.019897 
-0.576058 0.294009 0.017505 0.009673 
0.507585 -0.153276 0.012997 -0.015201 
0.957899 -0.369530 0.019420 0.004783 
0.542584 0.694058 0.014820 0.013430 
0.157804 -0.866106 0.006641 0.018865 
0.497440 -0.765516 0.009254 0.017730 
0.771353 0.278753 0.005934 0.019099 
0.549940 0.284529 0.005676 0.019178 
0.881874 0.183896 0.009564 -0.017565 
0.464824 0.835065 0.014319 -0.013963 
0.813762 -0.153055 0.000341 0.019997 
0.061232 0.477424 0.016849 -0.010776 
-0.966102 0.995980 0.019976 0.000986 
-0.546406 0.389791 0.002660 0.019822 
0.057070 0.890285 0.019978 -0.000942 
-0.915719 -0.317471 0.006398 0.018949 
0.112831 0.452941 0.019299 -0.005248 
-0.451287 -0.088993 0.000767 -0.019985 
0.499598 0.244093 0.010280 0.017156 
0.922403 -0.192207 0.015127 -0.013083 
-0.896404 0.314064 0.018140 0.008422 
-0.856430 -0.025724 0.009803 0.017433 
0.792407 -0.279468 0.013046 0.015160 
0.710767 0.156127 -0.001858 -0.019914 
-0.162284 0.788770 0.006064 -0.019059 
0.145269 -0.625117 0.005445 0.019245 
-0.552574 0.351688 0.003668 0.019661 
