-0.031065 1.213543 0.039483 0.068627 0.010694 0.057236 
-1.065726 -0.839693 -0.269200 -0.056362 0.053270 0.045668 
-1.201314 -0.673935 -0.152129 -0.045399 0.066622 0.040005 
-0.489350 -1.111136 -0.397408 0.086142 -0.004938 -0.025597 
-0.024666 -0.953573 -0.473288 0.086797 0.023195 -0.005318 
-0.571268 1.065290 -0.290732 -0.049980 0.000290 -0.059361 
0.856528 -0.616006 -0.050166 0.059430 0.041413 0.053414 
1.016766 0.489460 0.728257 0.051770 -0.070337 -0.021740 
0.489088 -0.899938 -0.464352 0.082286 0.024548 0.026953 
-1.087051 -0.798555 -0.260178 -0.055176 0.053342 0.047012 
1.206145 0.435401 0.613924 -0.039652 0.079689 0.013317 
0.391103 -0.989973 -0.586239 -0.088377 -0.005434 0.016123 
-0.316653 1.102426 -0.108480 0.074855 0.031329 0.038925 
0.554128 0.846101 0.656616 -0.079085 0.034697 -0.025333 
-0.807886 0.832889 -0.196025 0.071878 0.053775 -0.006473 
0.113889 -1.003319 -0.562804 0.073846 0.028066 -0.024814 
0.827319 -0.742954 -0.159266 -0.029420 -0.028935 -0.003768 
0.435744 -0.916041 -0.517202 0.080151 0.040930 -0.000744 
0.043909 1.147082 0.354613 -0.059694 0.017927 -0.064925 
0.794352 -0.751941 -0.215115 -0.054822 -0.033311 -0.049898 
-1.294852 -0.395683 -0.143780 0.026515 -0.085839 0.005352 
0.747446 -0.745414 -0.327592 0.069023 0.035706 0.045397 
0.989398 -0.480662 0.029377 0.043215 0.051281 0.060022 
-1.145388 -0.728110 -0.163279 0.052216 -0.072810 -0.008498 
-0.708200 -1.009641 -0.296158 0.078283 -0.035658 -0.026464 
-0.258246 1.088258 -0.146455 0.072374 0.032787 0.042273 
1.046207 -0.597732 0.061715 -0.050762 -0.053340 -0.051751 
1.224395 0.131266 0.631348 -0.029212 0.069258 0.049497 
1.275797 0.195908 0.557556 -0.019870 0.079422 0.037380 
-1.230004 -0.536640 -0.144896 0.041456 -0.079838 0.002685 
0.628556 -0.919049 -0.511258 -0.071803 -0.033453 -0.042723 
0.026143 1.299136 0.184807 0.068355 -0.010317 0.057629 
-0.613336 -1.001330 -0.388067 -0.087616 0.011188 0.017269 
-0.301569 -1.096425 -0.502280 -0.087603 -0.008108 0.000270 
-1.293855 -0.530869 -0.155988 -0.037615 0.080970 0.011354 
0.285929 -0.970040 -0.448202 -0.077762 -0.028789 -0.034989 
1.245964 0.137797 0.495199 -0.009966 0.079650 0.040702 
